source,target,weight
285244,1113806,1
178525,1131068,1
1131067,1131068,1
1131068,178525,1
1131068,1131067,1
1131068,1131069,1
1131069,1131068,1
94063,94064,1
94063,94065,1
94064,94063,1
94064,94065,1
94065,94063,1
94065,94064,1
1137821,20,1
1137821,474764,1
20,1137821,1
20,474764,1
474764,1137821,1
474764,20,1
64845,1149987,1
1149987,64845,1
162064,106884,1
162064,1156779,1
106884,162064,1
106884,1156779,1
1156779,162064,1
1156779,106884,1
13330,1177961,1
13330,575848,1
1177961,13330,1
1177961,575848,1
575848,13330,1
575848,1177961,1
1202450,1202451,1
1202451,1202450,1
1233914,60077,1
1233914,1233915,1
60077,1233914,1
60077,1233915,1
1233915,1233914,1
1233915,60077,1
40153,1245874,1
48002,1245874,1
1245874,40153,1
1245874,48002,1
1272066,1272067,1
1272067,1272066,1
20,1299865,1
1299865,20,1
745275,206510,1
206510,745275,1
294328,14214,1
14214,294328,1
20,26198,1
26198,20,1
1398839,1398840,1
1398840,1398839,1
1422764,1422766,1
50693,41315,1
41315,50693,1
1433841,185307,1
1433841,1433844,1
1433842,1433844,1
185307,1433844,1
1433843,1433844,1
1433844,1433841,1
1433844,1433842,1
1433844,185307,1
1433844,1433843,1
260010,920525,1
920525,260010,1
91803,43547,1
90158,197528,1
197528,90158,1
1505172,430051,1
430051,1505172,1
20,1520413,1
20,1520414,1
1520413,1520414,1
1520414,20,1
1520414,1520413,1
512341,43949,1
43949,512341,1
73043,1547348,1
1547348,73043,1
141749,23845,1
23845,141749,1
302129,133845,1
302129,1600131,1
133845,302129,1
133845,502212,1
133845,1600131,1
502212,133845,1
502212,1600131,1
1600131,302129,1
1600131,133845,1
1600131,502212,1
362283,463812,1
463812,362283,1
95720,97,1
97,95720,1
215013,1041708,1
215013,1250376,1
215013,1640656,1
1041708,215013,1
1041708,1250376,1
1041708,1640656,1
1250376,215013,1
1250376,1041708,1
1250376,1640656,1
1640656,215013,1
1640656,1041708,1
1640656,1250376,1
153,13370,1
13370,153,1
20,512541,1
20,1697566,1
512541,20,1
512541,1697566,1
1697566,20,1
1697566,512541,1
1976562,7634,1
7634,1976562,1
1025395,2590,1
2590,1025395,1
1978526,318627,1
318627,1978526,1
732564,279195,1
279195,732564,1
1978645,1935109,1
1935109,1978645,1
1978742,1978743,1
1978743,1978742,1
60077,381720,1
381720,60077,1
1978754,16671,1
1800363,1978776,1
1978776,1800363,1
293058,1978160,1
1978786,1978787,1
1978787,1978786,1
2416,11863,1
2416,20,1
11863,2416,1
11863,20,1
20,2416,1
20,11863,1
1978801,15719,1
15719,1978801,1
1978804,1224768,1
543145,1224768,1
1224768,1978804,1
1224768,543145,1
1978806,1978807,1
1978807,1978806,1
48308,1978829,1
1978830,584710,1
1978832,1978833,1
1978833,1978832,1
2590,1978966,1
1978966,2590,1
48919,48920,1
48920,48919,1
1979004,1979005,1
1979004,1979006,1
1979005,1979004,1
1979005,1979006,1
1979006,1979004,1
1979006,1979005,1
1979020,374161,1
1979021,374161,1
374161,1979020,1
374161,1979021,1
202152,1977635,1
1977635,202152,1
1982253,1976585,1
1982253,204991,1
1976585,1982253,1
1976585,204991,1
204991,1982253,1
204991,1976585,1
1978645,1935109,1
1935109,1978645,1
1982595,44170,1
1982595,1982596,1
44170,1982595,1
44170,1982596,1
1982596,1982595,1
1982596,44170,1
1979961,570672,1
570672,1979961,1
1982601,1982602,1
1982602,1982601,1
1982604,1976557,1
1982606,1982607,1
1982607,1982606,1
1982611,781477,1
1982611,330692,1
1982612,330692,1
781477,330692,1
1982613,330692,1
330692,1982611,1
330692,1982612,1
330692,781477,1
330692,1982613,1
1982614,14340,1
1982617,239236,1
1982617,1976554,1
239236,1982617,1
1976554,1982617,1
1982624,1976817,1
1976817,1982624,1
32347,1982628,1
32347,1982629,1
1982628,32347,1
1982628,1982629,1
1982629,32347,1
1982629,1982628,1
7980,7634,1
7634,7980,1
1982656,7634,1
7634,1982656,1
1982662,7634,1
7634,1982662,1
311894,590282,1
590282,311894,1
380144,1982676,1
1982699,482069,1
482069,1982699,1
42220,1976703,1
1982749,1982750,1
1982749,1982751,1
1982750,1982749,1
1982750,1982751,1
1982751,1982749,1
1982751,1982750,1
1982770,1982771,1
1982771,1982770,1
117437,1982782,1
1982786,1982787,1
1982787,1982786,1
1982799,1982800,1
1982799,1982801,1
1982800,1982799,1
1982800,1982801,1
1982801,1982799,1
1982801,1982800,1
1122982,227885,1
1982805,227885,1
227885,1122982,1
227885,1982805,1
3411,223335,1
3411,1982822,1
223335,3411,1
223335,1982822,1
1982822,3411,1
1982822,223335,1
1982831,20,1
1982831,1982832,1
20,1982831,1
20,1982832,1
1982832,1982831,1
1982832,20,1
1982844,1974862,1
1974862,1982844,1
32347,1982853,1
1982853,32347,1
1982857,1982858,1
1982858,1982857,1
180938,227885,1
227885,180938,1
1982885,1982886,1
1982886,1982885,1
2336158,2336159,1
2336159,2336158,1
2570382,2570383,1
2570383,2570382,1
40646,40647,1
40647,40646,1
44199,44200,1
44200,44199,1
20,28681,1
67903,67904,1
1908,67904,1
67904,67903,1
67904,1908,1
20,2119,1
20,80032,1
2119,20,1
2119,80032,1
80032,20,1
80032,2119,1
86966,86967,1
86967,86966,1
42004,152985,1
42004,152986,1
42004,152987,1
152985,42004,1
152985,152986,1
152985,152987,1
152986,42004,1
152986,152985,1
152987,42004,1
152987,152985,1
167651,20,1
70806,168193,1
168193,70806,1
2261,211216,1
2261,71105,1
211216,2261,1
211216,71105,1
71105,2261,1
71105,211216,1
212086,59651,1
669,225276,1
669,67612,1
669,225277,1
225276,669,1
225276,67612,1
225276,225277,1
67612,669,1
67612,225276,1
225277,669,1
225277,225276,1
19013,235949,1
235949,19013,1
81577,236229,1
81577,15590,1
206881,236229,1
206881,15590,1
236229,81577,1
236229,206881,1
236229,15590,1
15590,81577,1
15590,206881,1
15590,236229,1
27478,20,1
20,27478,1
262817,262819,1
262818,262819,1
262819,262817,1
262819,262818,1
224635,224636,1
224636,224635,1
138804,276814,1
138804,21447,1
276814,138804,1
276814,21447,1
21447,138804,1
21447,276814,1
290197,290198,1
290197,290199,1
290198,290197,1
290198,290199,1
290199,290197,1
290199,290198,1
292184,292185,1
180917,292185,1
292185,292184,1
292185,180917,1
294448,16456,1
16456,294448,1
128977,20,1
296499,61806,1
296499,296500,1
296499,24033,1
61806,24033,1
20281,24033,1
296500,296499,1
296500,24033,1
296501,24033,1
24033,296499,1
24033,61806,1
24033,20281,1
24033,296500,1
24033,296501,1
20,300643,1
300643,20,1
307387,307389,1
307388,307389,1
307389,307387,1
307389,307388,1
310662,310663,1
310663,310662,1
326179,326180,1
326180,326179,1
360414,360415,1
360415,360414,1
124971,384059,1
384059,124971,1
384059,121450,1
121450,384059,1
384629,63114,1
63114,384629,1
36238,449618,1
449618,36238,1
225277,669,1
225277,482721,1
669,225277,1
669,482721,1
669,67612,1
482721,225277,1
482721,669,1
482721,67612,1
67612,669,1
67612,482721,1
490016,390049,1
490016,490017,1
153285,390049,1
153285,490017,1
390049,490016,1
390049,153285,1
390049,490017,1
390049,490018,1
490017,490016,1
490017,153285,1
490017,390049,1
490017,490018,1
490018,390049,1
490018,490017,1
510180,510181,1
510181,510180,1
512817,71105,1
71105,512817,1
531266,58998,1
531266,20,1
58998,531266,1
58998,20,1
20,531266,1
20,58998,1
256624,558967,1
558967,256624,1
561464,561465,1
561465,561464,1
414838,564779,1
564779,414838,1
92475,30301,1
30301,92475,1
20,320820,1
591567,34928,1
34928,591567,1
129954,595733,1
604904,604905,1
604905,604904,1
222552,614270,1
614270,222552,1
250492,140856,1
250492,624209,1
250492,624210,1
140856,250492,1
140856,624209,1
140856,624210,1
624209,250492,1
624209,140856,1
624210,250492,1
624210,140856,1
2416,182123,1
182123,2416,1
111007,642236,1
111007,18346,1
111007,20,1
111007,50227,1
642236,111007,1
642236,18346,1
642236,20,1
642236,50227,1
18346,111007,1
18346,642236,1
20,111007,1
20,642236,1
50227,111007,1
50227,642236,1
20,117987,1
117987,20,1
160426,26453,1
26453,160426,1
683246,117519,1
683246,590483,1
683246,109012,1
117519,683246,1
117519,590483,1
117519,109012,1
590483,683246,1
590483,117519,1
590483,109012,1
109012,683246,1
109012,117519,1
109012,590483,1
483506,714248,1
714248,483506,1
722096,142537,1
722096,4828,1
142537,722096,1
142537,4828,1
4828,722096,1
4828,142537,1
737997,737998,1
737998,737997,1
746992,52715,1
52715,746992,1
764193,764194,1
764193,580621,1
764193,764195,1
764194,764193,1
764194,580621,1
764194,764195,1
580621,764193,1
580621,764194,1
580621,764195,1
764195,764193,1
764195,764194,1
764195,580621,1
317863,2884,1
2884,317863,1
800949,800950,1
800950,800949,1
72951,801615,1
43587,801615,1
801615,72951,1
801615,43587,1
665755,48341,1
48341,665755,1
714282,822997,1
714282,462941,1
822997,714282,1
822997,462941,1
462941,714282,1
462941,822997,1
652279,39502,1
39502,652279,1
839716,839717,1
839717,839716,1
155297,848625,1
848625,155297,1
875510,875511,1
875511,875510,1
33373,876734,1
65972,515871,1
515871,65972,1
661438,138444,1
138444,661438,1
45284,905928,1
905928,45284,1
399524,206386,1
206386,399524,1
55607,933892,1
55607,933893,1
55607,933894,1
933892,55607,1
933892,933893,1
933892,933894,1
933893,55607,1
933893,933892,1
933893,933894,1
933894,55607,1
933894,933892,1
933894,933893,1
114376,70497,1
70498,70497,1
70497,114376,1
70497,70498,1
605597,13707,1
13707,605597,1
55372,954734,1
55372,954735,1
954734,55372,1
954734,954735,1
954735,55372,1
954735,954734,1
58616,37254,1
972660,37254,1
37254,58616,1
37254,972660,1
680728,973982,1
978080,16772,1
16772,978080,1
27211,31528,1
1012003,31528,1
31528,27211,1
31528,1012003,1
1027983,22913,1
22913,1027983,1
1035587,1035589,1
1035588,1035589,1
1035589,1035587,1
1035589,1035588,1
56433,1041448,1
1041448,56433,1
16455,1042242,1
20,1049689,1
20,176796,1
20,279967,1
1049689,20,1
1049689,176796,1
1049689,279967,1
176796,1049689,1
176796,279967,1
279967,20,1
279967,1049689,1
279967,176796,1
1060268,97,1
97,1060268,1
1060613,10429,1
1060613,1060614,1
10429,1060613,1
10429,1060614,1
1060614,1060613,1
1060614,10429,1
49153,1066368,1
49153,558915,1
1066368,49153,1
1066368,558915,1
558915,49153,1
558915,1066368,1
289364,806796,1
1066703,806796,1
806796,289364,1
806796,1066703,1
806796,1066704,1
1066704,806796,1
31255,20,1
20,31255,1
44144,20,1
44144,51665,1
20,44144,1
20,51665,1
51665,44144,1
51665,20,1
579082,206386,1
206386,579082,1
1105847,1105848,1
1105848,1105847,1
1110930,53953,1
1110930,72891,1
53953,1110930,1
53953,72891,1
72891,1110930,1
72891,53953,1
1120132,1120133,1
1120133,1120132,1
1129735,20,1
1132173,14524,1
14524,1132173,1
513388,513390,1
513388,1140158,1
513390,513388,1
513390,1140158,1
1140158,513388,1
1140158,513390,1
38666,222713,1
222713,38666,1
19690,15921,1
1157427,183181,1
1157427,20,1
183181,1157427,1
183181,20,1
20,1157427,1
20,183181,1
851803,206386,1
206386,851803,1
264480,20,1
1166838,1166839,1
1166839,1166838,1
100750,22024,1
22024,100750,1
1187021,1187022,1
1187021,1187023,1
1187022,1187021,1
1187022,1187023,1
1187023,1187021,1
1187023,1187022,1
26061,51674,1
51674,26061,1
1203520,20,1
20,143291,1
143291,20,1
723794,20,1
20,723794,1
31292,50195,1
50195,31292,1
1228040,1228041,1
1228041,1228040,1
358705,18422,1
1239163,876872,1
876872,1239163,1
106182,36056,1
36056,106182,1
72753,1274852,1
1274852,72753,1
1012431,1285012,1
1012431,750024,1
1012431,1285013,1
1012431,122468,1
1285012,1012431,1
1285012,750024,1
1285012,1285013,1
1285012,122468,1
750024,1012431,1
750024,1285012,1
1285013,1012431,1
1285013,1285012,1
122468,1012431,1
122468,1285012,1
304863,304864,1
304864,304863,1
1055854,97,1
97,1055854,1
412132,1338674,1
1338674,412132,1
20,120973,1
108856,90158,1
90158,108856,1
1358292,1358293,1
1358293,1358292,1
665441,1368756,1
1368756,665441,1
231958,397682,1
231958,70498,1
397682,231958,1
397682,70498,1
70498,231958,1
70498,397682,1
1394500,648868,1
1394500,20,1
648868,1394500,1
648868,20,1
20,1394500,1
20,648868,1
20,3993,1
96812,194076,1
96812,771526,1
194076,96812,1
194076,771526,1
771526,96812,1
771526,194076,1
20,1403524,1
1403524,20,1
1410342,1410343,1
403068,1410343,1
1410343,1410342,1
1410343,403068,1
20,18167,1
18167,20,1
1425754,1425755,1
346142,1425755,1
1425755,1425754,1
1425755,346142,1
114625,22763,1
22763,114625,1
727,729,1
729,727,1
1452632,40430,1
27948,1455080,1
125474,19021,1
125474,1456019,1
19021,125474,1
19021,1456019,1
1456019,125474,1
1456019,19021,1
537319,1462604,1
537319,920326,1
1462604,537319,1
1462604,920326,1
920326,537319,1
920326,1462604,1
20,339892,1
20,1469809,1
20,349463,1
1469809,20,1
1469809,349463,1
349463,20,1
349463,1469809,1
27602,20,1
27602,21870,1
20,27602,1
20,21870,1
21870,27602,1
21870,20,1
272711,1385170,1
1385170,272711,1
20,72999,1
59371,1500536,1
1500536,59371,1
73043,1509687,1
1509687,73043,1
204721,56778,1
56778,204721,1
971409,97,1
97,971409,1
1521604,315966,1
1521604,426875,1
315966,1521604,1
315966,426875,1
426875,1521604,1
426875,315966,1
22551,1366242,1
1366242,22551,1
11151,1537678,1
1537678,11151,1
326357,1539773,1
12,1539773,1
1539773,326357,1
1539773,12,1
1542556,1542557,1
1542557,1542556,1
1110930,53953,1
1110930,72891,1
53953,1110930,1
53953,72891,1
72891,1110930,1
72891,53953,1
49163,1552207,1
1552207,49163,1
1554373,1554375,1
1554374,1554375,1
1554375,1554373,1
1554375,1554374,1
1554375,1554376,1
1554376,1554375,1
195456,758762,1
195456,1555954,1
758762,195456,1
758762,1555954,1
1555954,195456,1
1555954,758762,1
1155886,20,1
1155886,9008,1
20,1155886,1
20,9008,1
9008,1155886,1
9008,20,1
118212,55708,1
55708,118212,1
758762,1576133,1
1576133,758762,1
518803,28505,1
28505,518803,1
91217,1588510,1
91217,205648,1
1588510,91217,1
1588510,205648,1
205648,91217,1
205648,1588510,1
93060,1195785,1
1195785,93060,1
73011,34688,1
34688,73011,1
1599934,1599936,1
1599935,1599936,1
1599936,1599934,1
1599936,1599935,1
1599936,1599937,1
1599937,1599936,1
1447778,20,1
20,1447778,1
281365,97,1
97,281365,1
96653,122148,1
122148,96653,1
1381407,494961,1
3251,449895,1
449895,3251,1
705698,67891,1
67891,705698,1
1238021,148929,1
1238021,1202242,1
1238021,20,1
148929,1238021,1
148929,1202242,1
148929,20,1
1202242,1238021,1
1202242,148929,1
1202242,20,1
20,1238021,1
20,148929,1
20,1202242,1
1641031,107066,1
107066,1641031,1
20,113364,1
113364,20,1
124925,124926,1
124926,124925,1
95632,60534,1
60534,95632,1
349224,250031,1
250031,349224,1
133405,187265,1
187265,133405,1
3733,26587,1
26587,3733,1
1516453,20,1
1687575,122653,1
1687576,122653,1
122653,1687575,1
122653,1687576,1
256624,1692574,1
256624,97,1
1692574,256624,1
1692574,97,1
97,256624,1
97,1692574,1
658281,658282,1
658281,16671,1
658282,658281,1
658282,16671,1
16671,658281,1
16671,658282,1
74653,50386,1
50386,74653,1
1978975,1975658,1
1975658,1978975,1
1325929,172619,1
40430,1735794,1
1979483,584710,1
524142,791911,1
791911,524142,1
1979722,1979723,1
2590,1979746,1
1979746,2590,1
147284,1979956,1
1979955,1979956,1
1979956,147284,1
1979956,1979955,1
570672,74939,1
74939,570672,1
127888,1980104,1
1980104,127888,1
1980258,1980259,1
1980259,1980258,1
35350,1980308,1
1980307,1980308,1
1980308,35350,1
1980308,1980307,1
1980379,1980380,1
1980380,1980379,1
1974862,1980392,1
1980392,1974862,1
1980448,710857,1
1980449,710857,1
710857,1980448,1
710857,1980449,1
1981565,159500,1
159500,1981565,1
12,80850,1
96026,1981797,1
96026,1981798,1
1981797,96026,1
1981797,1981798,1
1981798,96026,1
1981798,1981797,1
1983054,144178,1
1983055,144178,1
144178,1983054,1
144178,1983055,1
111313,1660996,1
1660996,111313,1
1984747,584,1
1984747,241250,1
584,1984747,1
584,241250,1
241250,1984747,1
241250,584,1
23802,1984782,1
1984782,23802,1
1984794,1984795,1
1984795,1984794,1
873523,1974862,1
1974862,873523,1
111313,1660996,1
1660996,111313,1
1984868,1984869,1
1984868,1984870,1
1984868,1984871,1
1984868,20,1
1984869,1984868,1
1984869,1984870,1
1984869,1984871,1
1984869,20,1
1984870,1984868,1
1984870,1984869,1
1984870,1984871,1
1984871,1984868,1
1984871,1984869,1
1984871,1984870,1
1984871,20,1
20,1984868,1
20,1984869,1
20,1984871,1
1970536,1984877,1
1984877,1970536,1
453417,1984893,1
1984892,1984893,1
1984893,453417,1
1984893,1984892,1
21892,1983316,1
1983316,21892,1
1984946,48917,1
1984972,1984973,1
1984973,1984972,1
1984985,1984986,1
1984986,1984985,1
1985103,156742,1
156742,1985103,1
1985108,1985109,1
1985109,1985108,1
103229,284266,1
284266,103229,1
1985116,482069,1
482069,1985116,1
1985131,7634,1
1738552,7634,1
7634,1985131,1
7634,1738552,1
1985135,1982750,1
1985135,486490,1
1982750,1985135,1
1982750,486490,1
486490,1985135,1
486490,1982750,1
1985153,1985154,1
1985154,1985153,1
664284,1985168,1
1985168,664284,1
1985189,1985191,1
1985190,1985191,1
1985191,1985189,1
1985191,1985190,1
1985201,1985202,1
1985202,1985201,1
1943874,547105,1
1943874,1985235,1
547105,1943874,1
1985235,1943874,1
284266,1985236,1
1985236,284266,1
249504,160089,1
160089,249504,1
279195,1985256,1
1985256,279195,1
1986440,17327,1
1224768,1986593,1
1986593,1224768,1
1987118,250224,1
250224,1987118,1
7484,308578,1
218488,308578,1
308578,7484,1
308578,218488,1
422180,2164300,1
422180,2164301,1
2164300,422180,1
2164300,2164301,1
2164301,422180,1
2164301,2164300,1
2298142,2298143,1
2298143,2298142,1
104274,20,1
142482,142483,1
142483,142482,1
62480,62481,1
2635307,62481,1
62481,62480,1
62481,2635307,1
62481,309110,1
309110,62481,1
38743,38744,1
38744,38743,1
1994,48053,1
50608,50891,1
50891,50608,1
56445,63143,1
25555,69441,1
69441,25555,1
77102,20,1
81148,81149,1
81148,81150,1
81148,81151,1
81149,81148,1
81149,81150,1
81149,81151,1
81150,81148,1
81150,81149,1
81150,81151,1
81151,81148,1
81151,81149,1
81151,81150,1
142482,142483,1
142483,142482,1
33349,142604,1
33349,20717,1
142604,33349,1
142604,20717,1
20717,33349,1
20717,142604,1
60574,19720,1
19720,60574,1
152711,152713,1
152712,152713,1
152713,152711,1
152713,152712,1
158551,97165,1
97165,158551,1
193237,193238,1
193238,193237,1
218697,105111,1
75938,20,1
20,75938,1
9395,35841,1
35841,9395,1
85584,15652,1
15652,85584,1
20,264991,1
264991,20,1
265849,20,1
265849,265850,1
20,265849,1
20,265850,1
265850,265849,1
265850,20,1
61574,9108,1
9108,61574,1
47812,177394,1
177394,47812,1
254177,333081,1
333081,254177,1
335134,335136,1
335134,335137,1
335135,335137,1
335136,335137,1
335137,335134,1
335137,335135,1
335137,335136,1
339193,70497,1
70497,339193,1
355814,355815,1
355815,355814,1
36955,20,1
20,36955,1
362081,16671,1
16671,362081,1
373249,373250,1
373250,373249,1
142352,194433,1
194433,142352,1
387194,387195,1
387194,346078,1
387195,387194,1
387195,346078,1
346078,387194,1
346078,387195,1
26757,23802,1
23802,26757,1
231958,397682,1
231958,397683,1
397682,231958,1
397682,397683,1
397683,231958,1
397683,397682,1
26900,399371,1
178869,399371,1
399371,26900,1
399371,178869,1
223053,404812,1
404812,223053,1
445158,20635,1
20635,445158,1
449006,449007,1
449006,114957,1
449007,449006,1
449007,114957,1
114957,449006,1
114957,449007,1
197411,449397,1
449396,449397,1
449397,197411,1
449397,449396,1
49319,49318,1
49318,49319,1
475936,144355,1
144355,475936,1
484912,484914,1
484913,484914,1
484914,484912,1
484914,484913,1
187760,148243,1
148243,187760,1
491037,94869,1
491037,19148,1
94869,491037,1
94869,19148,1
19148,491037,1
19148,94869,1
42501,127320,1
127320,42501,1
259795,39763,1
16024,39763,1
39763,259795,1
39763,16024,1
391197,518311,1
391197,13654,1
391197,13656,1
518311,391197,1
518311,13654,1
518311,13656,1
13654,391197,1
13654,518311,1
13656,391197,1
13656,518311,1
1642,15522,1
87251,15522,1
15522,1642,1
15522,87251,1
532897,532898,1
532898,532897,1
538482,37416,1
538482,259845,1
538482,538483,1
37416,538482,1
37416,259845,1
37416,538483,1
259845,538482,1
259845,37416,1
538483,538482,1
538483,37416,1
538936,538938,1
538936,538939,1
538937,538939,1
538938,538939,1
538939,538936,1
538939,538937,1
538939,538938,1
543100,20,1
20,543100,1
544620,544621,1
544620,52873,1
544621,544620,1
544621,52873,1
52873,544620,1
52873,544621,1
20,549130,1
20,549131,1
549130,549131,1
549131,20,1
549131,549130,1
3065,12569,1
12569,3065,1
82191,20,1
109770,578095,1
109770,578096,1
578095,109770,1
578095,578096,1
578096,109770,1
578096,578095,1
597060,597061,1
597061,597060,1
599087,2271,1
599088,2271,1
2271,599087,1
2271,599088,1
624536,29448,1
629023,244301,1
629023,629024,1
629023,484912,1
244301,629023,1
244301,629024,1
244301,484912,1
629024,629023,1
629024,244301,1
484912,629023,1
484912,244301,1
34203,458556,1
458556,34203,1
597934,20,1
597934,641136,1
20,597934,1
20,641136,1
641136,597934,1
641136,20,1
476702,265339,1
324682,265339,1
265339,476702,1
265339,324682,1
62395,70695,1
62395,66796,1
70695,62395,1
70695,66796,1
66796,62395,1
66796,70695,1
101603,649818,1
650881,2319,1
650881,316533,1
650881,20,1
2319,650881,1
2319,316533,1
2319,20,1
316533,650881,1
316533,2319,1
20,650881,1
20,2319,1
651786,600114,1
651786,205651,1
651787,205651,1
600114,205651,1
205651,651786,1
205651,651787,1
205651,600114,1
659823,659824,1
659824,659823,1
665441,442779,1
442779,665441,1
662017,101328,1
101328,662017,1
680632,20,1
680632,647129,1
20,680632,1
20,647129,1
647129,680632,1
647129,20,1
23626,689752,1
689752,23626,1
70135,274995,1
621890,274995,1
274995,70135,1
274995,621890,1
274995,694338,1
694338,274995,1
121886,700653,1
700653,121886,1
34928,291762,1
34928,183811,1
291762,34928,1
183811,34928,1
712054,101603,1
101603,712054,1
30688,20,1
30688,7484,1
20,30688,1
7484,30688,1
20,135218,1
135218,20,1
26662,66373,1
66373,26662,1
46553,430051,1
430051,46553,1
244108,742098,1
244108,111852,1
244108,85142,1
244105,111852,1
244105,85142,1
742098,111852,1
742098,85142,1
111852,244108,1
111852,244105,1
111852,742098,1
111852,168641,1
111852,85142,1
168641,111852,1
168641,85142,1
85142,244108,1
85142,244105,1
85142,742098,1
85142,111852,1
85142,168641,1
747395,177394,1
177394,747395,1
75848,1718,1
75848,750677,1
75846,750677,1
1718,750677,1
750677,75848,1
750677,75846,1
750677,1718,1
758189,758190,1
758189,758191,1
758190,758189,1
758190,758191,1
758191,758189,1
758191,758190,1
39500,607254,1
548074,607254,1
607254,39500,1
607254,548074,1
20,433804,1
20,536749,1
433804,20,1
433804,536749,1
536749,20,1
536749,433804,1
774701,139302,1
139302,774701,1
330692,781477,1
781477,330692,1
460966,20,1
460966,216684,1
460966,254609,1
460966,185989,1
20,460966,1
216684,460966,1
254609,460966,1
185989,460966,1
73630,49574,1
73630,20,1
73630,272316,1
73630,156888,1
49574,73630,1
49574,20,1
49574,272316,1
49574,156888,1
20,73630,1
20,49574,1
20,156888,1
272316,73630,1
272316,49574,1
272316,156888,1
156888,73630,1
156888,49574,1
156888,20,1
156888,272316,1
20,39502,1
20,270791,1
20,39502,1
20,270791,1
39502,20,1
39502,20,1
39502,270791,1
270791,20,1
270791,20,1
270791,39502,1
801354,801355,1
801355,801354,1
811981,43142,1
813610,20,1
813610,257497,1
20,813610,1
257497,813610,1
291035,813937,1
291035,84010,1
291035,813938,1
291035,26411,1
291035,440276,1
813937,291035,1
813937,84010,1
813937,813938,1
813937,26411,1
813937,440276,1
84010,291035,1
84010,813937,1
84010,26411,1
813938,291035,1
813938,813937,1
813938,26411,1
26411,291035,1
26411,813937,1
26411,84010,1
26411,813938,1
26411,440276,1
440276,291035,1
440276,813937,1
440276,26411,1
269222,224635,1
224635,269222,1
822924,20,1
290363,44533,1
839752,372027,1
372027,839752,1
843469,177986,1
843470,177986,1
177986,843469,1
177986,843470,1
851081,121847,1
121847,851081,1
853830,20,1
247070,853944,1
830630,853944,1
853944,247070,1
853944,830630,1
869183,23469,1
23469,869183,1
42142,45411,1
45411,42142,1
33349,142604,1
33349,20717,1
142604,33349,1
142604,20717,1
20717,33349,1
20717,142604,1
567801,889471,1
567801,154381,1
567801,889472,1
889471,567801,1
889471,154381,1
889471,889472,1
154381,567801,1
154381,889471,1
154381,889472,1
889472,567801,1
889472,889471,1
889472,154381,1
20,895018,1
462941,714282,1
714282,462941,1
552815,41856,1
41856,552815,1
928189,466774,1
928189,115179,1
466774,928189,1
466774,115179,1
115179,928189,1
115179,466774,1
101491,275964,1
275964,101491,1
775194,201104,1
775194,1669,1
201104,775194,1
201104,1669,1
1669,775194,1
1669,201104,1
940952,20,1
940952,940953,1
20,940952,1
20,940953,1
940953,940952,1
940953,20,1
941561,44712,1
357119,44712,1
44712,941561,1
44712,357119,1
44712,941562,1
44712,1860,1
941562,44712,1
1860,44712,1
194433,214427,1
194433,20,1
214427,194433,1
214427,20,1
20,194433,1
20,214427,1
12698,957348,1
957348,12698,1
398201,183065,1
398201,458065,1
183065,398201,1
183065,458065,1
458065,398201,1
458065,183065,1
971844,727,1
971845,727,1
727,971844,1
727,971845,1
727,20,1
20,727,1
68878,32789,1
32789,68878,1
477466,975614,1
975614,477466,1
738051,988714,1
988714,738051,1
178727,48031,1
48031,178727,1
187306,62300,1
62300,187306,1
782505,22081,1
22081,782505,1
20,124688,1
124688,20,1
20,35916,1
403320,121886,1
121886,403320,1
232750,329795,1
1024502,329795,1
329795,232750,1
329795,1024502,1
9495,1027397,1
1028642,1028643,1
1028643,1028642,1
70864,103757,1
70864,25697,1
103757,70864,1
103757,25697,1
25697,70864,1
25697,103757,1
64473,1042296,1
64473,1042297,1
64473,669178,1
64473,1042298,1
64473,1042299,1
1042296,64473,1
1042296,1042297,1
1042296,669178,1
1042296,1042298,1
1042296,1042299,1
1042297,64473,1
1042297,1042296,1
1042297,1042298,1
669178,64473,1
669178,1042296,1
669178,1042298,1
1042298,64473,1
1042298,1042296,1
1042298,1042297,1
1042298,669178,1
1042298,1042299,1
1042299,64473,1
1042299,1042296,1
1042299,1042298,1
1052815,395777,1
395777,1052815,1
44734,1059605,1
44734,1059606,1
44734,1059607,1
44734,319263,1
1059605,44734,1
1059605,1059606,1
1059605,319263,1
1059606,44734,1
1059606,1059605,1
1059606,1059607,1
1059606,319263,1
1059607,44734,1
1059607,1059606,1
1059607,319263,1
319263,44734,1
319263,1059605,1
319263,1059606,1
319263,1059607,1
264782,1061589,1
1061589,264782,1
1065571,891408,1
891408,1065571,1
56474,73198,1
9383,22438,1
19378,670204,1
670204,19378,1
1084503,227063,1
227063,1084503,1
1085363,207929,1
207929,1085363,1
1105767,1105768,1
1105767,1105769,1
1105768,1105767,1
1105768,1105769,1
1105769,1105767,1
1105769,1105768,1
454084,1123741,1
1123741,454084,1
20,173380,1
363966,1140458,1
1140458,363966,1
20,70772,1
20,1146042,1
20,70497,1
1146042,20,1
1146042,70498,1
1146042,70497,1
70498,1146042,1
70498,70497,1
70497,20,1
70497,1146042,1
70497,70498,1
75813,20,1
20,1159792,1
20,1159793,1
1159792,20,1
1159792,20,1
1159792,1159793,1
20,1159792,1
20,1159793,1
1159793,20,1
1159793,1159792,1
1159793,20,1
200998,212049,1
1034990,212049,1
212049,200998,1
